h0dn_row_1based	name	h0dn_m_b	h0dn_err_m_b	h0dn_zhel	h0dn_zcmb	catalog_only_classification	catalog_candidate_count	catalog_candidate_official_rows_1based	covariance_diagonal_used_for_mapping	final_dependency_classification	candidate_count	candidate_official_rows_1based	match_status	official_row_1based	official_CID	IDSURVEY	survey_label	official_m_b_corr	official_m_b_corr_err_DIAG	official_STAT_SYS_diagonal_sqrt	official_zHEL	official_zCMB	delta_m_b	delta_err_m_b	delta_err_m_b_role	delta_zhel	delta_zcmb
194	PS16evk	17.661000000000001	0.14821999999999999	0.054469999999999998	0.053199999999999997	CATALOG_ONLY_UNIQUE	1	660	NO	CATALOG_ONLY_UNIQUE	1	660	UNIQUE_MATCH	660	PS16evk	150	FOUND	17.6614	0.20574500000000001	0.14821511393916614	0.054469999999999998	0.053199999999999997	0.00039999999999906777	4.8860608338474609e-06	POST_MAPPING_DIAGNOSTIC	0	0
195	2010dt	17.594000000000001	0.12229	0.05287	0.052909999999999999	CATALOG_ONLY_UNIQUE	1	662	NO	CATALOG_ONLY_UNIQUE	1	662	UNIQUE_MATCH	662	2010dt	66	CFA4p3	17.5944	0.170074	0.12228597630145494	0.05287	0.052909999999999999	0.00039999999999906777	4.0236985450609053e-06	POST_MAPPING_DIAGNOSTIC	0	0
196	2006lu	17.609999999999999	0.098555000000000004	0.053400000000000003	0.054489999999999997	CATALOG_ONLY_UNIQUE	1	663	NO	CATALOG_ONLY_UNIQUE	1	663	UNIQUE_MATCH	663	2006lu	5	CSP	17.610099999999999	0.13106499999999999	0.098555060752860385	0.053400000000000003	0.054489999999999997	9.9999999999766942e-05	6.0752860381318996e-08	POST_MAPPING_DIAGNOSTIC	0	0
197	PS16ayd	17.605	0.11491	0.053990000000000003	0.054850000000000003	CATALOG_ONLY_UNIQUE	1	665	NO	CATALOG_ONLY_UNIQUE	1	665	UNIQUE_MATCH	665	PS16ayd	150	FOUND	17.6051	0.14713599999999999	0.11490613560641573	0.053990000000000003	0.054850000000000003	9.9999999999766942e-05	3.8643935842685995e-06	POST_MAPPING_DIAGNOSTIC	0	0
198	490007	17.614999999999998	0.13829	0.054390000000000001	0.055129999999999998	CATALOG_ONLY_UNIQUE	1	667	NO	CATALOG_ONLY_UNIQUE	1	667	UNIQUE_MATCH	667	490007	15	PS1MD	17.614599999999999	0.19248999999999999	0.13828593565507666	0.054390000000000001	0.055129999999999998	0.00039999999999906777	4.0643449233379592e-06	POST_MAPPING_DIAGNOSTIC	0	0
199	PS16aer	17.786000000000001	0.1265	0.055469999999999998	0.056680000000000001	CATALOG_ONLY_UNIQUE	1	670	NO	CATALOG_ONLY_UNIQUE	1	670	UNIQUE_MATCH	670	PS16aer	150	FOUND	17.786300000000001	0.17422799999999999	0.12650474299408698	0.055469999999999998	0.056680000000000001	0.00029999999999930083	4.7429940869814224e-06	POST_MAPPING_DIAGNOSTIC	0	0
200	2005hj	17.736999999999998	0.12379999999999999	0.057389999999999997	0.056309999999999999	CATALOG_ONLY_UNIQUE	1	671	NO	CATALOG_ONLY_UNIQUE	1	671	UNIQUE_MATCH	671	2005hj	5	CSP	17.737300000000001	0.16931199999999999	0.12379919224292217	0.057389999999999997	0.056309999999999999	0.00030000000000285354	8.0775707782254624e-07	POST_MAPPING_DIAGNOSTIC	0	0
201	2008eq	17.815999999999999	0.16169	0.056800000000000003	0.056800000000000003	CATALOG_ONLY_UNIQUE	1	672	NO	CATALOG_ONLY_UNIQUE	1	672	UNIQUE_MATCH	672	2008eq	51	LOSS1	17.8157	0.21967	0.16168846588424296	0.056800000000000003	0.056800000000000003	0.00029999999999930083	1.5341157570403219e-06	POST_MAPPING_DIAGNOSTIC	0	0
202	SN2016gmb	17.701000000000001	0.12923000000000001	0.058270000000000002	0.057079999999999999	CATALOG_ONLY_UNIQUE	1	675	NO	CATALOG_ONLY_UNIQUE	1	675	UNIQUE_MATCH	675	SN2016gmb	150	FOUND	17.701499999999999	0.180838	0.12922863459775469	0.058270000000000002	0.057079999999999999	0.00049999999999883471	1.3654022453235548e-06	POST_MAPPING_DIAGNOSTIC	0	0
203	2001ah	17.727	0.17926	0.057759999999999999	0.058369999999999998	CATALOG_ONLY_UNIQUE	1	676	NO	CATALOG_ONLY_UNIQUE	1	676	UNIQUE_MATCH	676	2001ah	63	CFA3S	17.7272	0.213869	0.17926095503483183	0.057759999999999999	0.058369999999999998	0.00019999999999953388	9.5503483182879378e-07	POST_MAPPING_DIAGNOSTIC	0	0
204	2008bz	17.91	0.090261999999999995	0.060150000000000002	0.0613	CATALOG_ONLY_UNIQUE	1	680	NO	CATALOG_ONLY_UNIQUE	1	680	UNIQUE_MATCH	680	2008bz	5	CSP	17.9101	0.120944	0.090261730539581392	0.060150000000000002	0.0613	9.9999999999766942e-05	2.694604186032068e-07	POST_MAPPING_DIAGNOSTIC	0	0
205	2008bz	17.939	0.11496000000000001	0.060150000000000002	0.0613	CATALOG_ONLY_UNIQUE	1	681	NO	CATALOG_ONLY_UNIQUE	1	681	UNIQUE_MATCH	681	2008bz	65	CFA4p2	17.939499999999999	0.15828300000000001	0.11496151529968626	0.060150000000000002	0.0613	0.00049999999999883471	1.5152996862555224e-06	POST_MAPPING_DIAGNOSTIC	0	0
206	2006oa	17.821999999999999	0.13191	0.062570000000000001	0.061420000000000002	CATALOG_ONLY_UNIQUE	1	685	NO	CATALOG_ONLY_UNIQUE	1	685	UNIQUE_MATCH	685	2006oa	64	CFA3K	17.8217	0.18131700000000001	0.13191065157901388	0.062570000000000001	0.061420000000000002	0.00029999999999930083	6.5157901388279704e-07	POST_MAPPING_DIAGNOSTIC	0	0
207	1992bs	18.099	0.14884	0.064049999999999996	0.063700000000000007	CATALOG_ONLY_UNIQUE	1	686	NO	CATALOG_ONLY_UNIQUE	1	686	UNIQUE_MATCH	686	1992bs	50	LOWZ/JRK07	18.098700000000001	0.20474500000000001	0.14883594995833499	0.064049999999999996	0.063700000000000007	0.00029999999999930083	4.0500416650102178e-06	POST_MAPPING_DIAGNOSTIC	0	0
208	2007ae	17.832000000000001	0.10829999999999999	0.064990000000000006	0.064850000000000005	CATALOG_ONLY_UNIQUE	1	689	NO	CATALOG_ONLY_UNIQUE	1	689	UNIQUE_MATCH	689	2007ae	64	CFA3K	17.832100000000001	0.15063399999999999	0.10829792241774538	0.064990000000000006	0.064850000000000005	9.9999999999766942e-05	2.0775822546087452e-06	POST_MAPPING_DIAGNOSTIC	0	0
209	PS15cms	18.109000000000002	0.14435999999999999	0.06479	0.066030000000000005	CATALOG_ONLY_UNIQUE	1	690	NO	CATALOG_ONLY_UNIQUE	1	690	UNIQUE_MATCH	690	PS15cms	150	FOUND	18.108699999999999	0.201511	0.14435553331964798	0.06479	0.066030000000000005	0.00030000000000285354	4.466680352005481e-06	POST_MAPPING_DIAGNOSTIC	0	0
210	6057	17.91	0.21235999999999999	0.067070000000000005	0.066519999999999996	CATALOG_ONLY_UNIQUE	1	691	NO	CATALOG_ONLY_UNIQUE	1	691	UNIQUE_MATCH	691	6057	1	SDSS	17.909700000000001	0.294956	0.21236049538461715	0.067070000000000005	0.066519999999999996	0.00029999999999930083	4.9538461716069904e-07	POST_MAPPING_DIAGNOSTIC	0	0
211	SN2016ixf	18.170999999999999	0.13736000000000001	0.066019999999999995	0.067229999999999998	CATALOG_ONLY_UNIQUE	1	692	NO	CATALOG_ONLY_UNIQUE	1	692	UNIQUE_MATCH	692	SN2016ixf	150	FOUND	18.1707	0.192528	0.13736440586993415	0.066019999999999995	0.067229999999999998	0.00029999999999930083	4.4058699341376073e-06	POST_MAPPING_DIAGNOSTIC	0	0
212	1993B	18.041	0.20219999999999999	0.069599999999999995	0.070760000000000003	CATALOG_ONLY_UNIQUE	1	698	NO	CATALOG_ONLY_UNIQUE	1	698	UNIQUE_MATCH	698	1993B	50	LOWZ/JRK07	18.041399999999999	0.276366	0.20219643913778501	0.069599999999999995	0.070760000000000003	0.00039999999999906777	3.5608622149796432e-06	POST_MAPPING_DIAGNOSTIC	0	0
213	2008Y	18.042999999999999	0.161	0.069650000000000004	0.070279999999999995	CATALOG_ONLY_UNIQUE	1	699	NO	CATALOG_ONLY_UNIQUE	1	699	UNIQUE_MATCH	699	2008Y	51	LOSS1	18.043099999999999	0.225296	0.16099798135380455	0.069650000000000004	0.070279999999999995	9.9999999999766942e-05	2.0186461954507795e-06	POST_MAPPING_DIAGNOSTIC	0	0
214	2008Y	18.024000000000001	0.15021999999999999	0.069650000000000004	0.070279999999999995	CATALOG_ONLY_UNIQUE	1	700	NO	CATALOG_ONLY_UNIQUE	1	700	UNIQUE_MATCH	700	2008Y	65	CFA4p2	18.0245	0.21059900000000001	0.15021983890285598	0.069650000000000004	0.070279999999999995	0.00049999999999883471	1.6109714401357778e-07	POST_MAPPING_DIAGNOSTIC	0	0
215	PS15bwh	17.995999999999999	0.11462	0.072669999999999998	0.071489999999999998	CATALOG_ONLY_UNIQUE	1	707	NO	CATALOG_ONLY_UNIQUE	1	707	UNIQUE_MATCH	707	PS15bwh	150	FOUND	17.996400000000001	0.15879099999999999	0.1146154003613825	0.072669999999999998	0.071489999999999998	0.00040000000000262048	4.5996386175001236e-06	POST_MAPPING_DIAGNOSTIC	0	0
216	Gaia16aki	18.300000000000001	0.12397	0.073630000000000001	0.073980000000000004	CATALOG_ONLY_UNIQUE	1	712	NO	CATALOG_ONLY_UNIQUE	1	712	UNIQUE_MATCH	712	Gaia16aki	150	FOUND	18.3005	0.174425	0.1239703996928299	0.073630000000000001	0.073980000000000004	0.00049999999999883471	3.9969282990270916e-07	POST_MAPPING_DIAGNOSTIC	0	0
217	PS17bii	18.196999999999999	0.13724	0.073389999999999997	0.07467	CATALOG_ONLY_UNIQUE	1	714	NO	CATALOG_ONLY_UNIQUE	1	714	UNIQUE_MATCH	714	PS17bii	150	FOUND	18.197099999999999	0.19021099999999999	0.13724201251803328	0.073389999999999997	0.07467	9.9999999999766942e-05	2.0125180332786208e-06	POST_MAPPING_DIAGNOSTIC	0	0
218	2005ir	18.312999999999999	0.12642999999999999	0.076020000000000004	0.074899999999999994	CATALOG_ONLY_UNIQUE	1	716	NO	CATALOG_ONLY_UNIQUE	1	716	UNIQUE_MATCH	716	2005ir	5	CSP	18.3126	0.15262400000000001	0.1264322743606236	0.076020000000000004	0.074899999999999994	0.00039999999999906777	2.2743606236108604e-06	POST_MAPPING_DIAGNOSTIC	0	0
219	370333	18.381	0.14122000000000001	0.074999999999999997	0.075569999999999998	CATALOG_ONLY_UNIQUE	1	719	NO	CATALOG_ONLY_UNIQUE	1	719	UNIQUE_MATCH	719	370333	15	PS1MD	18.3812	0.19647800000000001	0.14122347538564542	0.074999999999999997	0.075569999999999998	0.00019999999999953388	3.4753856454072807e-06	POST_MAPPING_DIAGNOSTIC	0	0
220	2007hx	18.841000000000001	0.13203999999999999	0.079439999999999997	0.078490000000000004	CATALOG_ONLY_UNIQUE	1	723	NO	CATALOG_ONLY_UNIQUE	1	723	UNIQUE_MATCH	723	2007hx	5	CSP	18.841200000000001	0.17808399999999999	0.13203632076061494	0.079439999999999997	0.078490000000000004	0.00019999999999953388	3.6792393850459959e-06	POST_MAPPING_DIAGNOSTIC	0	0
221	560033	18.346	0.36323	0.080000000000000002	0.078689999999999996	CATALOG_ONLY_UNIQUE	1	724	NO	CATALOG_ONLY_UNIQUE	1	724	UNIQUE_MATCH	724	560033	15	PS1MD	18.345800000000001	0.50261400000000001	0.36322662347355539	0.080000000000000002	0.078689999999999996	0.00019999999999953388	3.3765264446095067e-06	POST_MAPPING_DIAGNOSTIC	0	0
222	12779	18.530999999999999	0.16947000000000001	0.079949999999999993	0.078909999999999994	CATALOG_ONLY_UNIQUE	1	725	NO	CATALOG_ONLY_UNIQUE	1	725	UNIQUE_MATCH	725	12779	1	SDSS	18.531300000000002	0.23666400000000001	0.16946651586670447	0.079949999999999993	0.078909999999999994	0.00030000000000285354	3.4841332955393156e-06	POST_MAPPING_DIAGNOSTIC	0	0
223	PS15bzz	18.277000000000001	0.10528	0.080240000000000006	0.079009999999999997	CATALOG_ONLY_UNIQUE	1	726	NO	CATALOG_ONLY_UNIQUE	1	726	UNIQUE_MATCH	726	PS15bzz	150	FOUND	18.277000000000001	0.14471999999999999	0.10527706302894282	0.080240000000000006	0.079009999999999997	0	2.9369710571741647e-06	POST_MAPPING_DIAGNOSTIC	0	0
224	350316	18.347000000000001	0.11126	0.079000000000000001	0.079659999999999995	CATALOG_ONLY_UNIQUE	1	727	NO	CATALOG_ONLY_UNIQUE	1	727	UNIQUE_MATCH	727	350316	15	PS1MD	18.347300000000001	0.15547800000000001	0.11126302170982055	0.079000000000000001	0.079659999999999995	0.00029999999999930083	3.021709820555385e-06	POST_MAPPING_DIAGNOSTIC	0	0
225	2005ag	18.414000000000001	0.084926000000000001	0.07954	0.080240000000000006	CATALOG_ONLY_UNIQUE	1	728	NO	CATALOG_ONLY_UNIQUE	1	728	UNIQUE_MATCH	728	2005ag	5	CSP	18.413799999999998	0.116193	0.08492590888533369	0.07954	0.080240000000000006	0.0002000000000030866	9.1114666311842285e-08	POST_MAPPING_DIAGNOSTIC	0	0
226	12950	18.468	0.15576000000000001	0.082729999999999998	0.081409999999999996	CATALOG_ONLY_UNIQUE	1	729	NO	CATALOG_ONLY_UNIQUE	1	729	UNIQUE_MATCH	729	12950	1	SDSS	18.468499999999999	0.21798200000000001	0.15575605927218369	0.082729999999999998	0.081409999999999996	0.00049999999999883471	3.9407278163150483e-06	POST_MAPPING_DIAGNOSTIC	0	0
227	SN2016glp	18.716000000000001	0.16728000000000001	0.084930000000000005	0.083659999999999998	CATALOG_ONLY_UNIQUE	1	733	NO	CATALOG_ONLY_UNIQUE	1	733	UNIQUE_MATCH	733	SN2016glp	150	FOUND	18.715599999999998	0.219943	0.16728131993740364	0.084930000000000005	0.083659999999999998	0.00040000000000262048	1.3199374036265699e-06	POST_MAPPING_DIAGNOSTIC	0	0
228	3592	18.588000000000001	0.089358000000000007	0.086580000000000004	0.085440000000000002	CATALOG_ONLY_UNIQUE	1	734	NO	CATALOG_ONLY_UNIQUE	1	734	UNIQUE_MATCH	734	3592	1	SDSS	18.587599999999998	0.125696	0.089358267664497615	0.086580000000000004	0.085440000000000002	0.00040000000000262048	2.6766449760795563e-07	POST_MAPPING_DIAGNOSTIC	0	0
229	SN2016grz	18.594999999999999	0.15678	0.087480000000000002	0.086559999999999998	CATALOG_ONLY_UNIQUE	1	735	NO	CATALOG_ONLY_UNIQUE	1	735	UNIQUE_MATCH	735	SN2016grz	150	FOUND	18.595400000000001	0.21512200000000001	0.15678070672120342	0.087480000000000002	0.086559999999999998	0.00040000000000262048	7.0672120341952471e-07	POST_MAPPING_DIAGNOSTIC	0	0
230	1241	18.524000000000001	0.18465000000000001	0.089789999999999995	0.088480000000000003	CATALOG_ONLY_UNIQUE	1	736	NO	CATALOG_ONLY_UNIQUE	1	736	UNIQUE_MATCH	736	1241	1	SDSS	18.5242	0.25173699999999999	0.18465210532241433	0.089789999999999995	0.088480000000000003	0.00019999999999953388	2.1053224143197102e-06	POST_MAPPING_DIAGNOSTIC	0	0
231	590194	18.667000000000002	0.15568000000000001	0.089510000000000006	0.090149999999999994	CATALOG_ONLY_UNIQUE	1	737	NO	CATALOG_ONLY_UNIQUE	1	737	UNIQUE_MATCH	737	590194	15	PS1MD	18.667200000000001	0.21535399999999999	0.15567873971740651	0.089510000000000006	0.090149999999999994	0.00019999999999953388	1.2602825935070783e-06	POST_MAPPING_DIAGNOSTIC	0	0
232	370066	18.774000000000001	0.11854000000000001	0.089999999999999997	0.090660000000000004	CATALOG_ONLY_UNIQUE	1	738	NO	CATALOG_ONLY_UNIQUE	1	738	UNIQUE_MATCH	738	370066	15	PS1MD	18.773900000000001	0.16536300000000001	0.11853649227136764	0.089999999999999997	0.090660000000000004	9.9999999999766942e-05	3.5077286323625945e-06	POST_MAPPING_DIAGNOSTIC	0	0
233	300105	18.907	0.19536999999999999	0.093140000000000001	0.091810000000000003	CATALOG_ONLY_UNIQUE	1	739	NO	CATALOG_ONLY_UNIQUE	1	739	UNIQUE_MATCH	739	300105	15	PS1MD	18.9072	0.26496900000000001	0.19536568275928093	0.093140000000000001	0.091810000000000003	0.00019999999999953388	4.3172407190594786e-06	POST_MAPPING_DIAGNOSTIC	0	0
234	iPTF17dz	18.969999999999999	0.35125000000000001	0.091999999999999998	0.092840000000000006	CATALOG_ONLY_UNIQUE	1	740	NO	CATALOG_ONLY_UNIQUE	1	740	UNIQUE_MATCH	740	iPTF17dz	150	FOUND	18.9696	0.49255300000000002	0.35125002491103113	0.091999999999999998	0.092840000000000006	0.00039999999999906777	2.4911031126784167e-08	POST_MAPPING_DIAGNOSTIC	0	0
235	160099	19.045000000000002	0.11717	0.10102	0.10142	CATALOG_ONLY_UNIQUE	1	742	NO	CATALOG_ONLY_UNIQUE	1	742	UNIQUE_MATCH	742	160099	15	PS1MD	19.045200000000001	0.16334000000000001	0.11717358917435276	0.10102	0.10142	0.00019999999999953388	3.589174352766622e-06	POST_MAPPING_DIAGNOSTIC	0	0
236	000190	19.155000000000001	0.13344	0.1011	0.10237	CATALOG_ONLY_UNIQUE	1	743	NO	CATALOG_ONLY_UNIQUE	1	743	UNIQUE_MATCH	743	000190	15	PS1MD	19.1555	0.18545700000000001	0.13343511531826996	0.1011	0.10237	0.00049999999999883471	4.8846817300440826e-06	POST_MAPPING_DIAGNOSTIC	0	0
237	140181	18.998000000000001	0.14255999999999999	0.10154000000000001	0.10231	CATALOG_ONLY_UNIQUE	1	744	NO	CATALOG_ONLY_UNIQUE	1	744	UNIQUE_MATCH	744	140181	15	PS1MD	18.998100000000001	0.197718	0.14255956649765739	0.10154000000000001	0.10231	9.9999999999766942e-05	4.3350234260608467e-07	POST_MAPPING_DIAGNOSTIC	0	0
238	18697	19.007999999999999	0.13788	0.10761999999999999	0.10638	CATALOG_ONLY_UNIQUE	1	749	NO	CATALOG_ONLY_UNIQUE	1	749	UNIQUE_MATCH	749	18697	1	SDSS	19.008099999999999	0.193664	0.13787588621655347	0.10761999999999999	0.10638	9.9999999999766942e-05	4.1137834465299061e-06	POST_MAPPING_DIAGNOSTIC	0	0
239	20625	19.209	0.10568	0.10813	0.10684	CATALOG_ONLY_UNIQUE	1	750	NO	CATALOG_ONLY_UNIQUE	1	750	UNIQUE_MATCH	750	20625	1	SDSS	19.209399999999999	0.14868999999999999	0.1056768659641267	0.10813	0.10684	0.00039999999999906777	3.1340358732923068e-06	POST_MAPPING_DIAGNOSTIC	0	0
240	21034	19.245000000000001	0.12705	0.10854999999999999	0.10750999999999999	CATALOG_ONLY_UNIQUE	1	753	NO	CATALOG_ONLY_UNIQUE	1	753	UNIQUE_MATCH	753	21034	1	SDSS	19.2454	0.17802299999999999	0.12705152498100919	0.10854999999999999	0.10750999999999999	0.00039999999999906777	1.5249810091932936e-06	POST_MAPPING_DIAGNOSTIC	0	0
241	500038	19.149000000000001	0.13320000000000001	0.10682	0.1081	CATALOG_ONLY_UNIQUE	1	754	NO	CATALOG_ONLY_UNIQUE	1	754	UNIQUE_MATCH	754	500038	15	PS1MD	19.148700000000002	0.18514900000000001	0.1332002627625036	0.10682	0.1081	0.00029999999999930083	2.6276250358892028e-07	POST_MAPPING_DIAGNOSTIC	0	0
242	020027	19.317	0.12737999999999999	0.1091	0.10988000000000001	CATALOG_ONLY_UNIQUE	1	756	NO	CATALOG_ONLY_UNIQUE	1	756	UNIQUE_MATCH	756	020027	15	PS1MD	19.3171	0.177701	0.12738312290095577	0.1091	0.10988000000000001	9.9999999999766942e-05	3.1229009557764975e-06	POST_MAPPING_DIAGNOSTIC	0	0
243	18650	19.367999999999999	0.11471000000000001	0.11371000000000001	0.11243	CATALOG_ONLY_UNIQUE	1	757	NO	CATALOG_ONLY_UNIQUE	1	757	UNIQUE_MATCH	757	18650	1	SDSS	19.368400000000001	0.16095200000000001	0.11471338195694519	0.11371000000000001	0.11243	0.00040000000000262048	3.3819569451865039e-06	POST_MAPPING_DIAGNOSTIC	0	0
244	18612	19.135000000000002	0.13857	0.11489000000000001	0.11365	CATALOG_ONLY_UNIQUE	1	758	NO	CATALOG_ONLY_UNIQUE	1	758	UNIQUE_MATCH	758	18612	1	SDSS	19.134599999999999	0.19304399999999999	0.13857297716365916	0.11489000000000001	0.11365	0.00040000000000262048	2.9771636591569006e-06	POST_MAPPING_DIAGNOSTIC	0	0
245	8719	19.288	0.11296	0.11756999999999999	0.11627999999999999	CATALOG_ONLY_UNIQUE	1	759	NO	CATALOG_ONLY_UNIQUE	1	759	UNIQUE_MATCH	759	8719	1	SDSS	19.287800000000001	0.15760099999999999	0.11296096670974448	0.11756999999999999	0.11627999999999999	0.00019999999999953388	9.6670974447654601e-07	POST_MAPPING_DIAGNOSTIC	0	0
246	5395	19.376999999999999	0.13069	0.11700000000000001	0.11635	CATALOG_ONLY_UNIQUE	1	760	NO	CATALOG_ONLY_UNIQUE	1	760	UNIQUE_MATCH	760	5395	1	SDSS	19.377199999999998	0.18376999999999999	0.13068523252456646	0.11700000000000001	0.11635	0.00019999999999953388	4.7674754335425007e-06	POST_MAPPING_DIAGNOSTIC	0	0
247	2561	19.32	0.17186000000000001	0.11813	0.11741	CATALOG_ONLY_UNIQUE	1	761	NO	CATALOG_ONLY_UNIQUE	1	761	UNIQUE_MATCH	761	2561	1	SDSS	19.319700000000001	0.23810999999999999	0.17186366689908603	0.11813	0.11741	0.00029999999999930083	3.6668990860133643e-06	POST_MAPPING_DIAGNOSTIC	0	0
248	490008	19.382000000000001	0.21387	0.12	0.12067	CATALOG_ONLY_UNIQUE	1	767	NO	CATALOG_ONLY_UNIQUE	1	767	UNIQUE_MATCH	767	490008	15	PS1MD	19.381799999999998	0.30142000000000002	0.2138696331880709	0.12	0.12067	0.0002000000000030866	3.6681192910892335e-07	POST_MAPPING_DIAGNOSTIC	0	0
249	19953	19.341000000000001	0.11784	0.12323000000000001	0.12189999999999999	CATALOG_ONLY_UNIQUE	1	768	NO	CATALOG_ONLY_UNIQUE	1	768	UNIQUE_MATCH	768	19953	1	SDSS	19.3415	0.15559000000000001	0.11783721822921653	0.12323000000000001	0.12189999999999999	0.00049999999999883471	2.7817707834720817e-06	POST_MAPPING_DIAGNOSTIC	0	0
250	16021	19.363	0.11393	0.1246	0.12336	CATALOG_ONLY_UNIQUE	1	772	NO	CATALOG_ONLY_UNIQUE	1	772	UNIQUE_MATCH	772	16021	1	SDSS	19.363399999999999	0.15989900000000001	0.11392515086669844	0.1246	0.12336	0.00039999999999906777	4.8491333015654448e-06	POST_MAPPING_DIAGNOSTIC	0	0
251	6406	19.396999999999998	0.10192	0.12449	0.12377000000000001	CATALOG_ONLY_UNIQUE	1	775	NO	CATALOG_ONLY_UNIQUE	1	775	UNIQUE_MATCH	775	6406	1	SDSS	19.397400000000001	0.14327599999999999	0.10191849684919808	0.12449	0.12377000000000001	0.00040000000000262048	1.503150801912545e-06	POST_MAPPING_DIAGNOSTIC	0	0
252	19543	19.582000000000001	0.15604999999999999	0.12520000000000001	0.12384000000000001	CATALOG_ONLY_UNIQUE	1	776	NO	CATALOG_ONLY_UNIQUE	1	776	UNIQUE_MATCH	776	19543	1	SDSS	19.582000000000001	0.21987999999999999	0.15605489418791069	0.12520000000000001	0.12384000000000001	0	4.8941879106922936e-06	POST_MAPPING_DIAGNOSTIC	0	0
253	13044	19.509	0.087854000000000002	0.12587999999999999	0.12454999999999999	CATALOG_ONLY_UNIQUE	1	777	NO	CATALOG_ONLY_UNIQUE	1	777	UNIQUE_MATCH	777	13044	1	SDSS	19.508600000000001	0.12293999999999999	0.087853912832610931	0.12587999999999999	0.12454999999999999	0.00039999999999906777	8.7167389070663681e-08	POST_MAPPING_DIAGNOSTIC	0	0
254	2992	19.242999999999999	0.20945	0.12661	0.12608	CATALOG_ONLY_UNIQUE	1	779	NO	CATALOG_ONLY_UNIQUE	1	779	UNIQUE_MATCH	779	2992	1	SDSS	19.242599999999999	0.292103	0.20945419547003588	0.12661	0.12608	0.00039999999999906777	4.1954700358837194e-06	POST_MAPPING_DIAGNOSTIC	0	0
255	744	19.431999999999999	0.20361000000000001	0.12825	0.12694	CATALOG_ONLY_UNIQUE	1	781	NO	CATALOG_ONLY_UNIQUE	1	781	UNIQUE_MATCH	781	744	1	SDSS	19.431899999999999	0.279584	0.20360842320493522	0.12825	0.12694	9.9999999999766942e-05	1.5767950647949114e-06	POST_MAPPING_DIAGNOSTIC	0	0
256	14871	19.489999999999998	0.11241	0.12759999999999999	0.12705	CATALOG_ONLY_UNIQUE	1	782	NO	CATALOG_ONLY_UNIQUE	1	782	UNIQUE_MATCH	782	14871	1	SDSS	19.489899999999999	0.15720600000000001	0.11240929676855024	0.12759999999999999	0.12705	9.9999999999766942e-05	7.0323144975292795e-07	POST_MAPPING_DIAGNOSTIC	0	0
257	18855	19.530999999999999	0.12456	0.12783	0.12716	CATALOG_ONLY_UNIQUE	1	783	NO	CATALOG_ONLY_UNIQUE	1	783	UNIQUE_MATCH	783	18855	1	SDSS	19.531099999999999	0.174841	0.12455548964216712	0.12783	0.12716	9.9999999999766942e-05	4.5103578328875571e-06	POST_MAPPING_DIAGNOSTIC	0	0
258	15508	19.59	0.1114	0.13461000000000001	0.13353000000000001	CATALOG_ONLY_UNIQUE	1	791	NO	CATALOG_ONLY_UNIQUE	1	791	UNIQUE_MATCH	791	15508	1	SDSS	19.590399999999999	0.15536700000000001	0.11140085277950075	0.13461000000000001	0.13353000000000001	0.00039999999999906777	8.5277950075124398e-07	POST_MAPPING_DIAGNOSTIC	0	0
259	15234	19.824999999999999	0.22821	0.13636000000000001	0.13514000000000001	CATALOG_ONLY_UNIQUE	1	793	NO	CATALOG_ONLY_UNIQUE	1	793	UNIQUE_MATCH	793	15234	1	SDSS	19.8245	0.31216500000000003	0.22820543376528088	0.13636000000000001	0.13514000000000001	0.00049999999999883471	4.5662347191166575e-06	POST_MAPPING_DIAGNOSTIC	0	0
260	000014	19.724	0.14638999999999999	0.13689999999999999	0.13599	CATALOG_ONLY_UNIQUE	1	794	NO	CATALOG_ONLY_UNIQUE	1	794	UNIQUE_MATCH	794	000014	15	PS1MD	19.7241	0.20485500000000001	0.14639204213344384	0.13689999999999999	0.13599	9.9999999999766942e-05	2.0421334438469607e-06	POST_MAPPING_DIAGNOSTIC	0	0
261	17629	19.594999999999999	0.13938	0.13741999999999999	0.13639999999999999	CATALOG_ONLY_UNIQUE	1	795	NO	CATALOG_ONLY_UNIQUE	1	795	UNIQUE_MATCH	795	17629	1	SDSS	19.5945	0.19369600000000001	0.13938432480017257	0.13741999999999999	0.13639999999999999	0.00049999999999883471	4.3248001725670893e-06	POST_MAPPING_DIAGNOSTIC	0	0
262	19775	19.756	0.16289999999999999	0.13808999999999999	0.13686999999999999	CATALOG_ONLY_UNIQUE	1	796	NO	CATALOG_ONLY_UNIQUE	1	796	UNIQUE_MATCH	796	19775	1	SDSS	19.756499999999999	0.222665	0.16290061387238539	0.13808999999999999	0.13686999999999999	0.00049999999999883471	6.138723853965633e-07	POST_MAPPING_DIAGNOSTIC	0	0
263	18602	19.709	0.18532999999999999	0.13833999999999999	0.13696	CATALOG_ONLY_UNIQUE	1	797	NO	CATALOG_ONLY_UNIQUE	1	797	UNIQUE_MATCH	797	18602	1	SDSS	19.708600000000001	0.25772499999999998	0.18532552441582353	0.13833999999999999	0.13696	0.00039999999999906777	4.4755841764609894e-06	POST_MAPPING_DIAGNOSTIC	0	0
