h0dn_row_1based	name	catalog_only_classification	catalog_candidate_count	catalog_candidate_official_rows_1based	catalog_candidate_details_json	covariance_diagonal_used	covariance_assisted_candidate_count	covariance_assisted_candidate_official_rows_1based	final_dependency_classification	final_candidate_count	final_official_row_1based	final_IDSURVEY
227	SN2016glp	CATALOG_ONLY_UNIQUE	1	733	"[{""CID"":""SN2016glp"",""IDSURVEY"":150,""covariance_assist_pass"":null,""delta_err_m_b"":1.3199374036265699e-06,""delta_m_b"":0.0004000000000026205,""delta_zcmb"":0.0,""delta_zhel"":0.0,""official_row_1based"":733}]"	NO			CATALOG_ONLY_UNIQUE	1	733	150
228	3592	CATALOG_ONLY_UNIQUE	1	734	"[{""CID"":""3592"",""IDSURVEY"":1,""covariance_assist_pass"":null,""delta_err_m_b"":2.6766449760795563e-07,""delta_m_b"":0.0004000000000026205,""delta_zcmb"":0.0,""delta_zhel"":0.0,""official_row_1based"":734}]"	NO			CATALOG_ONLY_UNIQUE	1	734	1
229	SN2016grz	CATALOG_ONLY_UNIQUE	1	735	"[{""CID"":""SN2016grz"",""IDSURVEY"":150,""covariance_assist_pass"":null,""delta_err_m_b"":7.067212034195247e-07,""delta_m_b"":0.0004000000000026205,""delta_zcmb"":0.0,""delta_zhel"":0.0,""official_row_1based"":735}]"	NO			CATALOG_ONLY_UNIQUE	1	735	150
230	1241	CATALOG_ONLY_UNIQUE	1	736	"[{""CID"":""1241"",""IDSURVEY"":1,""covariance_assist_pass"":null,""delta_err_m_b"":2.1053224143197102e-06,""delta_m_b"":0.00019999999999953388,""delta_zcmb"":0.0,""delta_zhel"":0.0,""official_row_1based"":736}]"	NO			CATALOG_ONLY_UNIQUE	1	736	1
231	590194	CATALOG_ONLY_UNIQUE	1	737	"[{""CID"":""590194"",""IDSURVEY"":15,""covariance_assist_pass"":null,""delta_err_m_b"":1.2602825935070783e-06,""delta_m_b"":0.00019999999999953388,""delta_zcmb"":0.0,""delta_zhel"":0.0,""official_row_1based"":737}]"	NO			CATALOG_ONLY_UNIQUE	1	737	15
232	370066	CATALOG_ONLY_UNIQUE	1	738	"[{""CID"":""370066"",""IDSURVEY"":15,""covariance_assist_pass"":null,""delta_err_m_b"":3.5077286323625945e-06,""delta_m_b"":9.999999999976694e-05,""delta_zcmb"":0.0,""delta_zhel"":0.0,""official_row_1based"":738}]"	NO			CATALOG_ONLY_UNIQUE	1	738	15
233	300105	CATALOG_ONLY_UNIQUE	1	739	"[{""CID"":""300105"",""IDSURVEY"":15,""covariance_assist_pass"":null,""delta_err_m_b"":4.317240719059479e-06,""delta_m_b"":0.00019999999999953388,""delta_zcmb"":0.0,""delta_zhel"":0.0,""official_row_1based"":739}]"	NO			CATALOG_ONLY_UNIQUE	1	739	15
234	iPTF17dz	CATALOG_ONLY_UNIQUE	1	740	"[{""CID"":""iPTF17dz"",""IDSURVEY"":150,""covariance_assist_pass"":null,""delta_err_m_b"":2.4911031126784167e-08,""delta_m_b"":0.00039999999999906777,""delta_zcmb"":0.0,""delta_zhel"":0.0,""official_row_1based"":740}]"	NO			CATALOG_ONLY_UNIQUE	1	740	150
235	160099	CATALOG_ONLY_UNIQUE	1	742	"[{""CID"":""160099"",""IDSURVEY"":15,""covariance_assist_pass"":null,""delta_err_m_b"":3.589174352766622e-06,""delta_m_b"":0.00019999999999953388,""delta_zcmb"":0.0,""delta_zhel"":0.0,""official_row_1based"":742}]"	NO			CATALOG_ONLY_UNIQUE	1	742	15
236	000190	CATALOG_ONLY_UNIQUE	1	743	"[{""CID"":""000190"",""IDSURVEY"":15,""covariance_assist_pass"":null,""delta_err_m_b"":4.8846817300440826e-06,""delta_m_b"":0.0004999999999988347,""delta_zcmb"":0.0,""delta_zhel"":0.0,""official_row_1based"":743}]"	NO			CATALOG_ONLY_UNIQUE	1	743	15
237	140181	CATALOG_ONLY_UNIQUE	1	744	"[{""CID"":""140181"",""IDSURVEY"":15,""covariance_assist_pass"":null,""delta_err_m_b"":4.3350234260608467e-07,""delta_m_b"":9.999999999976694e-05,""delta_zcmb"":0.0,""delta_zhel"":0.0,""official_row_1based"":744}]"	NO			CATALOG_ONLY_UNIQUE	1	744	15
238	18697	CATALOG_ONLY_UNIQUE	1	749	"[{""CID"":""18697"",""IDSURVEY"":1,""covariance_assist_pass"":null,""delta_err_m_b"":4.113783446529906e-06,""delta_m_b"":9.999999999976694e-05,""delta_zcmb"":0.0,""delta_zhel"":0.0,""official_row_1based"":749}]"	NO			CATALOG_ONLY_UNIQUE	1	749	1
239	20625	CATALOG_ONLY_UNIQUE	1	750	"[{""CID"":""20625"",""IDSURVEY"":1,""covariance_assist_pass"":null,""delta_err_m_b"":3.134035873292307e-06,""delta_m_b"":0.00039999999999906777,""delta_zcmb"":0.0,""delta_zhel"":0.0,""official_row_1based"":750}]"	NO			CATALOG_ONLY_UNIQUE	1	750	1
240	21034	CATALOG_ONLY_UNIQUE	1	753	"[{""CID"":""21034"",""IDSURVEY"":1,""covariance_assist_pass"":null,""delta_err_m_b"":1.5249810091932936e-06,""delta_m_b"":0.00039999999999906777,""delta_zcmb"":0.0,""delta_zhel"":0.0,""official_row_1based"":753}]"	NO			CATALOG_ONLY_UNIQUE	1	753	1
241	500038	CATALOG_ONLY_UNIQUE	1	754	"[{""CID"":""500038"",""IDSURVEY"":15,""covariance_assist_pass"":null,""delta_err_m_b"":2.627625035889203e-07,""delta_m_b"":0.0002999999999993008,""delta_zcmb"":0.0,""delta_zhel"":0.0,""official_row_1based"":754}]"	NO			CATALOG_ONLY_UNIQUE	1	754	15
242	020027	CATALOG_ONLY_UNIQUE	1	756	"[{""CID"":""020027"",""IDSURVEY"":15,""covariance_assist_pass"":null,""delta_err_m_b"":3.1229009557764975e-06,""delta_m_b"":9.999999999976694e-05,""delta_zcmb"":0.0,""delta_zhel"":0.0,""official_row_1based"":756}]"	NO			CATALOG_ONLY_UNIQUE	1	756	15
243	18650	CATALOG_ONLY_UNIQUE	1	757	"[{""CID"":""18650"",""IDSURVEY"":1,""covariance_assist_pass"":null,""delta_err_m_b"":3.381956945186504e-06,""delta_m_b"":0.0004000000000026205,""delta_zcmb"":0.0,""delta_zhel"":0.0,""official_row_1based"":757}]"	NO			CATALOG_ONLY_UNIQUE	1	757	1
244	18612	CATALOG_ONLY_UNIQUE	1	758	"[{""CID"":""18612"",""IDSURVEY"":1,""covariance_assist_pass"":null,""delta_err_m_b"":2.9771636591569006e-06,""delta_m_b"":0.0004000000000026205,""delta_zcmb"":0.0,""delta_zhel"":0.0,""official_row_1based"":758}]"	NO			CATALOG_ONLY_UNIQUE	1	758	1
245	8719	CATALOG_ONLY_UNIQUE	1	759	"[{""CID"":""8719"",""IDSURVEY"":1,""covariance_assist_pass"":null,""delta_err_m_b"":9.66709744476546e-07,""delta_m_b"":0.00019999999999953388,""delta_zcmb"":0.0,""delta_zhel"":0.0,""official_row_1based"":759}]"	NO			CATALOG_ONLY_UNIQUE	1	759	1
246	5395	CATALOG_ONLY_UNIQUE	1	760	"[{""CID"":""5395"",""IDSURVEY"":1,""covariance_assist_pass"":null,""delta_err_m_b"":4.767475433542501e-06,""delta_m_b"":0.00019999999999953388,""delta_zcmb"":0.0,""delta_zhel"":0.0,""official_row_1based"":760}]"	NO			CATALOG_ONLY_UNIQUE	1	760	1
247	2561	CATALOG_ONLY_UNIQUE	1	761	"[{""CID"":""2561"",""IDSURVEY"":1,""covariance_assist_pass"":null,""delta_err_m_b"":3.6668990860133643e-06,""delta_m_b"":0.0002999999999993008,""delta_zcmb"":0.0,""delta_zhel"":0.0,""official_row_1based"":761}]"	NO			CATALOG_ONLY_UNIQUE	1	761	1
248	490008	CATALOG_ONLY_UNIQUE	1	767	"[{""CID"":""490008"",""IDSURVEY"":15,""covariance_assist_pass"":null,""delta_err_m_b"":3.6681192910892335e-07,""delta_m_b"":0.0002000000000030866,""delta_zcmb"":0.0,""delta_zhel"":0.0,""official_row_1based"":767}]"	NO			CATALOG_ONLY_UNIQUE	1	767	15
249	19953	CATALOG_ONLY_UNIQUE	1	768	"[{""CID"":""19953"",""IDSURVEY"":1,""covariance_assist_pass"":null,""delta_err_m_b"":2.7817707834720817e-06,""delta_m_b"":0.0004999999999988347,""delta_zcmb"":0.0,""delta_zhel"":0.0,""official_row_1based"":768}]"	NO			CATALOG_ONLY_UNIQUE	1	768	1
250	16021	CATALOG_ONLY_UNIQUE	1	772	"[{""CID"":""16021"",""IDSURVEY"":1,""covariance_assist_pass"":null,""delta_err_m_b"":4.849133301565445e-06,""delta_m_b"":0.00039999999999906777,""delta_zcmb"":0.0,""delta_zhel"":0.0,""official_row_1based"":772}]"	NO			CATALOG_ONLY_UNIQUE	1	772	1
251	6406	CATALOG_ONLY_UNIQUE	1	775	"[{""CID"":""6406"",""IDSURVEY"":1,""covariance_assist_pass"":null,""delta_err_m_b"":1.503150801912545e-06,""delta_m_b"":0.0004000000000026205,""delta_zcmb"":0.0,""delta_zhel"":0.0,""official_row_1based"":775}]"	NO			CATALOG_ONLY_UNIQUE	1	775	1
252	19543	CATALOG_ONLY_UNIQUE	1	776	"[{""CID"":""19543"",""IDSURVEY"":1,""covariance_assist_pass"":null,""delta_err_m_b"":4.894187910692294e-06,""delta_m_b"":0.0,""delta_zcmb"":0.0,""delta_zhel"":0.0,""official_row_1based"":776}]"	NO			CATALOG_ONLY_UNIQUE	1	776	1
253	13044	CATALOG_ONLY_UNIQUE	1	777	"[{""CID"":""13044"",""IDSURVEY"":1,""covariance_assist_pass"":null,""delta_err_m_b"":8.716738907066368e-08,""delta_m_b"":0.00039999999999906777,""delta_zcmb"":0.0,""delta_zhel"":0.0,""official_row_1based"":777}]"	NO			CATALOG_ONLY_UNIQUE	1	777	1
254	2992	CATALOG_ONLY_UNIQUE	1	779	"[{""CID"":""2992"",""IDSURVEY"":1,""covariance_assist_pass"":null,""delta_err_m_b"":4.195470035883719e-06,""delta_m_b"":0.00039999999999906777,""delta_zcmb"":0.0,""delta_zhel"":0.0,""official_row_1based"":779}]"	NO			CATALOG_ONLY_UNIQUE	1	779	1
255	744	CATALOG_ONLY_UNIQUE	1	781	"[{""CID"":""744"",""IDSURVEY"":1,""covariance_assist_pass"":null,""delta_err_m_b"":1.5767950647949114e-06,""delta_m_b"":9.999999999976694e-05,""delta_zcmb"":0.0,""delta_zhel"":0.0,""official_row_1based"":781}]"	NO			CATALOG_ONLY_UNIQUE	1	781	1
256	14871	CATALOG_ONLY_UNIQUE	1	782	"[{""CID"":""14871"",""IDSURVEY"":1,""covariance_assist_pass"":null,""delta_err_m_b"":7.03231449752928e-07,""delta_m_b"":9.999999999976694e-05,""delta_zcmb"":0.0,""delta_zhel"":0.0,""official_row_1based"":782}]"	NO			CATALOG_ONLY_UNIQUE	1	782	1
257	18855	CATALOG_ONLY_UNIQUE	1	783	"[{""CID"":""18855"",""IDSURVEY"":1,""covariance_assist_pass"":null,""delta_err_m_b"":4.510357832887557e-06,""delta_m_b"":9.999999999976694e-05,""delta_zcmb"":0.0,""delta_zhel"":0.0,""official_row_1based"":783}]"	NO			CATALOG_ONLY_UNIQUE	1	783	1
258	15508	CATALOG_ONLY_UNIQUE	1	791	"[{""CID"":""15508"",""IDSURVEY"":1,""covariance_assist_pass"":null,""delta_err_m_b"":8.52779500751244e-07,""delta_m_b"":0.00039999999999906777,""delta_zcmb"":0.0,""delta_zhel"":0.0,""official_row_1based"":791}]"	NO			CATALOG_ONLY_UNIQUE	1	791	1
259	15234	CATALOG_ONLY_UNIQUE	1	793	"[{""CID"":""15234"",""IDSURVEY"":1,""covariance_assist_pass"":null,""delta_err_m_b"":4.5662347191166575e-06,""delta_m_b"":0.0004999999999988347,""delta_zcmb"":0.0,""delta_zhel"":0.0,""official_row_1based"":793}]"	NO			CATALOG_ONLY_UNIQUE	1	793	1
260	000014	CATALOG_ONLY_UNIQUE	1	794	"[{""CID"":""000014"",""IDSURVEY"":15,""covariance_assist_pass"":null,""delta_err_m_b"":2.0421334438469607e-06,""delta_m_b"":9.999999999976694e-05,""delta_zcmb"":0.0,""delta_zhel"":0.0,""official_row_1based"":794}]"	NO			CATALOG_ONLY_UNIQUE	1	794	15
261	17629	CATALOG_ONLY_UNIQUE	1	795	"[{""CID"":""17629"",""IDSURVEY"":1,""covariance_assist_pass"":null,""delta_err_m_b"":4.324800172567089e-06,""delta_m_b"":0.0004999999999988347,""delta_zcmb"":0.0,""delta_zhel"":0.0,""official_row_1based"":795}]"	NO			CATALOG_ONLY_UNIQUE	1	795	1
262	19775	CATALOG_ONLY_UNIQUE	1	796	"[{""CID"":""19775"",""IDSURVEY"":1,""covariance_assist_pass"":null,""delta_err_m_b"":6.138723853965633e-07,""delta_m_b"":0.0004999999999988347,""delta_zcmb"":0.0,""delta_zhel"":0.0,""official_row_1based"":796}]"	NO			CATALOG_ONLY_UNIQUE	1	796	1
263	18602	CATALOG_ONLY_UNIQUE	1	797	"[{""CID"":""18602"",""IDSURVEY"":1,""covariance_assist_pass"":null,""delta_err_m_b"":4.475584176460989e-06,""delta_m_b"":0.00039999999999906777,""delta_zcmb"":0.0,""delta_zhel"":0.0,""official_row_1based"":797}]"	NO			CATALOG_ONLY_UNIQUE	1	797	1
264	17366	CATALOG_ONLY_UNIQUE	1	799	"[{""CID"":""17366"",""IDSURVEY"":1,""covariance_assist_pass"":null,""delta_err_m_b"":2.271605197140536e-07,""delta_m_b"":0.0002999999999993008,""delta_zcmb"":0.0,""delta_zhel"":0.0,""official_row_1based"":799}]"	NO			CATALOG_ONLY_UNIQUE	1	799	1
265	15171	CATALOG_ONLY_UNIQUE	1	800	"[{""CID"":""15171"",""IDSURVEY"":1,""covariance_assist_pass"":null,""delta_err_m_b"":4.392608424483302e-06,""delta_m_b"":0.0002999999999993008,""delta_zcmb"":0.0,""delta_zhel"":0.0,""official_row_1based"":800}]"	NO			CATALOG_ONLY_UNIQUE	1	800	1
266	190340	CATALOG_ONLY_UNIQUE	1	801	"[{""CID"":""190340"",""IDSURVEY"":15,""covariance_assist_pass"":null,""delta_err_m_b"":3.473475762572065e-08,""delta_m_b"":9.999999999976694e-05,""delta_zcmb"":0.0,""delta_zhel"":0.0,""official_row_1based"":801}]"	NO			CATALOG_ONLY_UNIQUE	1	801	15
267	20084	CATALOG_ONLY_UNIQUE	1	802	"[{""CID"":""20084"",""IDSURVEY"":1,""covariance_assist_pass"":null,""delta_err_m_b"":1.9344729746961775e-06,""delta_m_b"":9.999999999976694e-05,""delta_zcmb"":0.0,""delta_zhel"":0.0,""official_row_1based"":802}]"	NO			CATALOG_ONLY_UNIQUE	1	802	1
268	090275	CATALOG_ONLY_UNIQUE	1	805	"[{""CID"":""090275"",""IDSURVEY"":15,""covariance_assist_pass"":null,""delta_err_m_b"":2.680772375265872e-06,""delta_m_b"":0.0002999999999993008,""delta_zcmb"":0.0,""delta_zhel"":0.0,""official_row_1based"":805}]"	NO			CATALOG_ONLY_UNIQUE	1	805	15
269	1794	CATALOG_ONLY_UNIQUE	1	806	"[{""CID"":""1794"",""IDSURVEY"":1,""covariance_assist_pass"":null,""delta_err_m_b"":1.0344786584293164e-06,""delta_m_b"":0.0004999999999988347,""delta_zcmb"":0.0,""delta_zhel"":0.0,""official_row_1based"":806}]"	NO			CATALOG_ONLY_UNIQUE	1	806	1
270	340229	CATALOG_ONLY_UNIQUE	1	808	"[{""CID"":""340229"",""IDSURVEY"":15,""covariance_assist_pass"":null,""delta_err_m_b"":4.8465873256908765e-06,""delta_m_b"":0.0002999999999993008,""delta_zcmb"":0.0,""delta_zhel"":0.0,""official_row_1based"":808}]"	NO			CATALOG_ONLY_UNIQUE	1	808	15
271	2635	CATALOG_ONLY_UNIQUE	1	810	"[{""CID"":""2635"",""IDSURVEY"":1,""covariance_assist_pass"":null,""delta_err_m_b"":2.773692149404816e-06,""delta_m_b"":0.0,""delta_zcmb"":0.0,""delta_zhel"":0.0,""official_row_1based"":810}]"	NO			CATALOG_ONLY_UNIQUE	1	810	1
272	17497	CATALOG_ONLY_UNIQUE	1	813	"[{""CID"":""17497"",""IDSURVEY"":1,""covariance_assist_pass"":null,""delta_err_m_b"":1.2494894582881777e-06,""delta_m_b"":0.00039999999999906777,""delta_zcmb"":0.0,""delta_zhel"":0.0,""official_row_1based"":813}]"	NO			CATALOG_ONLY_UNIQUE	1	813	1
273	8921	CATALOG_ONLY_UNIQUE	1	814	"[{""CID"":""8921"",""IDSURVEY"":1,""covariance_assist_pass"":null,""delta_err_m_b"":1.448261555903052e-06,""delta_m_b"":0.0,""delta_zcmb"":0.0,""delta_zhel"":0.0,""official_row_1based"":814}]"	NO			CATALOG_ONLY_UNIQUE	1	814	1
274	13796	CATALOG_ONLY_UNIQUE	1	819	"[{""CID"":""13796"",""IDSURVEY"":1,""covariance_assist_pass"":null,""delta_err_m_b"":8.830857443492546e-07,""delta_m_b"":0.0002000000000030866,""delta_zcmb"":0.0,""delta_zhel"":0.0,""official_row_1based"":819}]"	NO			CATALOG_ONLY_UNIQUE	1	819	1
275	14024	CATALOG_ONLY_UNIQUE	1	820	"[{""CID"":""14024"",""IDSURVEY"":1,""covariance_assist_pass"":null,""delta_err_m_b"":8.204586480486942e-07,""delta_m_b"":0.0,""delta_zcmb"":0.0,""delta_zhel"":0.0,""official_row_1based"":820}]"	NO			CATALOG_ONLY_UNIQUE	1	820	1
276	180166	CATALOG_ONLY_UNIQUE	1	821	"[{""CID"":""180166"",""IDSURVEY"":15,""covariance_assist_pass"":null,""delta_err_m_b"":4.12149464314171e-06,""delta_m_b"":0.0,""delta_zcmb"":0.0,""delta_zhel"":0.0,""official_row_1based"":821}]"	NO			CATALOG_ONLY_UNIQUE	1	821	15
277	13736	CATALOG_ONLY_UNIQUE	1	825	"[{""CID"":""13736"",""IDSURVEY"":1,""covariance_assist_pass"":null,""delta_err_m_b"":9.059497249053194e-07,""delta_m_b"":0.0004000000000026205,""delta_zcmb"":0.0,""delta_zhel"":0.0,""official_row_1based"":825}]"	NO			CATALOG_ONLY_UNIQUE	1	825	1
