CID_a	CID_b	h0dn_row_a_1based	h0dn_row_b_1based	source_directory_a	source_directory_b	observation_count_a	observation_count_b	observation_pair_opportunity_count	rounding_compatible_edge_count	mutual_unique_rounding_compatible_match_count	negative_control_pair_classification
2005na	2007bd	55	90	CfA3_DJ20	LOSS	92	20	1840	0	0	CROSS_CID_ZERO
2005na	2007bd	55	91	CfA3_DJ20	CSPDR3_anthony	92	110	10120	0	0	CROSS_CID_ZERO
2005na	2007bd	56	91	KAIT_DS15	CSPDR3_anthony	68	110	7480	0	0	CROSS_CID_ZERO
2005na	2007bd	56	92	KAIT_DS15	CfA3_DJ20	68	46	3128	0	0	CROSS_CID_ZERO
2005na	2007jg	54	144	CSPDR3_anthony	LOSS	170	69	11730	0	0	CROSS_CID_ZERO
2005na	2007jg	55	144	CfA3_DJ20	LOSS	92	69	6348	0	0	CROSS_CID_ZERO
2005na	2007jg	55	145	CfA3_DJ20	CSPDR3_anthony	92	113	10396	0	0	CROSS_CID_ZERO
2005na	2007jg	56	145	KAIT_DS15	CSPDR3_anthony	68	113	7684	0	0	CROSS_CID_ZERO
2005na	2007kk	54	163	CSPDR3_anthony	LOSS	170	85	14450	0	0	CROSS_CID_ZERO
2005na	2007kk	54	164	CSPDR3_anthony	PS1_LOWZ_COMBINED_TEXT_DS17	170	123	20910	0	0	CROSS_CID_ZERO
2005na	2007kk	55	163	CfA3_DJ20	LOSS	92	85	7820	0	0	CROSS_CID_ZERO
2005na	2007kk	56	164	KAIT_DS15	PS1_LOWZ_COMBINED_TEXT_DS17	68	123	8364	0	0	CROSS_CID_ZERO
2005na	2008Y	54	213	CSPDR3_anthony	LOSS	170	22	3740	0	0	CROSS_CID_ZERO
2005na	2008Y	54	214	CSPDR3_anthony	PS1_LOWZ_COMBINED_TEXT_DS17	170	66	11220	0	0	CROSS_CID_ZERO
2005na	2008Y	55	213	CfA3_DJ20	LOSS	92	22	2024	0	0	CROSS_CID_ZERO
2005na	2008Y	56	214	KAIT_DS15	PS1_LOWZ_COMBINED_TEXT_DS17	68	66	4488	0	0	CROSS_CID_ZERO
2005na	2008ar	54	66	CSPDR3_anthony	KAIT_DS15	170	72	12240	0	0	CROSS_CID_ZERO
2005na	2008ar	54	68	CSPDR3_anthony	PS1_LOWZ_COMBINED_TEXT_DS17	170	104	17680	0	0	CROSS_CID_ZERO
2005na	2008ar	55	66	CfA3_DJ20	KAIT_DS15	92	72	6624	0	0	CROSS_CID_ZERO
2005na	2008ar	55	67	CfA3_DJ20	CSPDR3_anthony	92	132	12144	0	0	CROSS_CID_ZERO
2005na	2008ar	56	67	KAIT_DS15	CSPDR3_anthony	68	132	8976	0	0	CROSS_CID_ZERO
2005na	2008ar	56	68	KAIT_DS15	PS1_LOWZ_COMBINED_TEXT_DS17	68	104	7072	0	0	CROSS_CID_ZERO
2005na	2008bz	54	205	CSPDR3_anthony	PS1_LOWZ_COMBINED_TEXT_DS17	170	43	7310	0	0	CROSS_CID_ZERO
2005na	2008bz	55	204	CfA3_DJ20	CSPDR3_anthony	92	70	6440	0	0	CROSS_CID_ZERO
2005na	2008bz	56	204	KAIT_DS15	CSPDR3_anthony	68	70	4760	0	0	CROSS_CID_ZERO
2005na	2008bz	56	205	KAIT_DS15	PS1_LOWZ_COMBINED_TEXT_DS17	68	43	2924	0	0	CROSS_CID_ZERO
2005na	2008cf	54	178	CSPDR3_anthony	PS1_LOWZ_COMBINED_TEXT_DS17	170	31	5270	0	0	CROSS_CID_ZERO
2005na	2008cf	55	177	CfA3_DJ20	CSPDR3_anthony	92	96	8832	0	0	CROSS_CID_ZERO
2005na	2008cf	56	177	KAIT_DS15	CSPDR3_anthony	68	96	6528	0	0	CROSS_CID_ZERO
2005na	2008cf	56	178	KAIT_DS15	PS1_LOWZ_COMBINED_TEXT_DS17	68	31	2108	0	0	CROSS_CID_ZERO
2005na	2008gg	54	87	CSPDR3_anthony	LOSS	170	55	9350	0	0	CROSS_CID_ZERO
2005na	2008gg	55	87	CfA3_DJ20	LOSS	92	55	5060	0	0	CROSS_CID_ZERO
2005na	2008gg	55	88	CfA3_DJ20	CSPDR3_anthony	92	198	18216	0	0	CROSS_CID_ZERO
2005na	2008gg	56	88	KAIT_DS15	CSPDR3_anthony	68	198	13464	0	0	CROSS_CID_ZERO
2005na	2008hj	54	136	CSPDR3_anthony	PS1_LOWZ_COMBINED_TEXT_DS17	170	16	2720	0	0	CROSS_CID_ZERO
2005na	2008hj	55	135	CfA3_DJ20	CSPDR3_anthony	92	127	11684	0	0	CROSS_CID_ZERO
2005na	2008hj	56	135	KAIT_DS15	CSPDR3_anthony	68	127	8636	0	0	CROSS_CID_ZERO
2005na	2008hj	56	136	KAIT_DS15	PS1_LOWZ_COMBINED_TEXT_DS17	68	16	1088	0	0	CROSS_CID_ZERO
2005na	2009ad	54	64	CSPDR3_anthony	PS1_LOWZ_COMBINED_TEXT_DS17	170	74	12580	0	0	CROSS_CID_ZERO
2005na	2009ad	55	65	CfA3_DJ20	CSPDR3_anthony	92	128	11776	0	0	CROSS_CID_ZERO
2005na	2009ad	56	64	KAIT_DS15	PS1_LOWZ_COMBINED_TEXT_DS17	68	74	5032	0	0	CROSS_CID_ZERO
2005na	2009ad	56	65	KAIT_DS15	CSPDR3_anthony	68	128	8704	0	0	CROSS_CID_ZERO
2006ac	1999gp	16	45	KAIT_DS15	PS1_LOWZ_COMBINED_TEXT_DS17	31	190	5890	0	0	CROSS_CID_ZERO
2006ac	1999gp	17	46	CfA3_DJ20	KAIT_DS15	145	87	12615	0	0	CROSS_CID_ZERO
2006ac	2001eh	16	140	KAIT_DS15	CfA3_DJ20	31	93	2883	0	0	CROSS_CID_ZERO
2006ac	2001eh	17	139	CfA3_DJ20	KAIT_DS15	145	116	16820	0	0	CROSS_CID_ZERO
2006ac	2003fa	16	156	KAIT_DS15	CfA3_DJ20	31	92	2852	0	0	CROSS_CID_ZERO
2006ac	2003fa	17	155	CfA3_DJ20	KAIT_DS15	145	150	21750	0	0	CROSS_CID_ZERO
2006ac	2004as	16	110	KAIT_DS15	CfA3_DJ20	31	51	1581	0	0	CROSS_CID_ZERO
2006ac	2004as	17	109	CfA3_DJ20	KAIT_DS15	145	91	13195	0	0	CROSS_CID_ZERO
2006ac	2004ef	16	82	KAIT_DS15	CSPDR3_anthony	31	278	8618	0	0	CROSS_CID_ZERO
2006ac	2004ef	16	83	KAIT_DS15	CfA3_DJ20	31	32	992	0	0	CROSS_CID_ZERO
2006ac	2004ef	17	81	CfA3_DJ20	KAIT_DS15	145	97	14065	0	0	CROSS_CID_ZERO
2006ac	2004ef	17	82	CfA3_DJ20	CSPDR3_anthony	145	278	40310	0	0	CROSS_CID_ZERO
2006ac	2005M	16	41	KAIT_DS15	CSPDR3_anthony	31	381	11811	0	0	CROSS_CID_ZERO
2006ac	2005M	16	42	KAIT_DS15	CfA3_DJ20	31	26	806	0	0	CROSS_CID_ZERO
2006ac	2005M	17	40	CfA3_DJ20	KAIT_DS15	145	79	11455	0	0	CROSS_CID_ZERO
2006ac	2005M	17	41	CfA3_DJ20	CSPDR3_anthony	145	381	55245	0	0	CROSS_CID_ZERO
2006ac	2005eq	16	62	KAIT_DS15	CSPDR3_anthony	31	211	6541	0	0	CROSS_CID_ZERO
2006ac	2005eq	16	63	KAIT_DS15	CfA3_DJ20	31	141	4371	0	0	CROSS_CID_ZERO
2006ac	2005eq	17	61	CfA3_DJ20	KAIT_DS15	145	87	12615	0	0	CROSS_CID_ZERO
2006ac	2005eq	17	62	CfA3_DJ20	CSPDR3_anthony	145	211	30595	0	0	CROSS_CID_ZERO
2006ac	2005hc	16	172	KAIT_DS15	CfA3_DJ20	31	111	3441	0	0	CROSS_CID_ZERO
2006ac	2005hc	16	173	KAIT_DS15	CSPDR3_anthony	31	163	5053	0	0	CROSS_CID_ZERO
2006ac	2005hc	17	173	CfA3_DJ20	CSPDR3_anthony	145	163	23635	0	0	CROSS_CID_ZERO
2006ac	2005iq	16	113	KAIT_DS15	CfA3_DJ20	31	67	2077	0	0	CROSS_CID_ZERO
2006ac	2005iq	16	114	KAIT_DS15	CSPDR3_anthony	31	154	4774	0	0	CROSS_CID_ZERO
2006ac	2005iq	17	114	CfA3_DJ20	CSPDR3_anthony	145	154	22330	0	0	CROSS_CID_ZERO
2006ac	2005na	16	54	KAIT_DS15	CSPDR3_anthony	31	170	5270	0	0	CROSS_CID_ZERO
2006ac	2005na	16	55	KAIT_DS15	CfA3_DJ20	31	92	2852	0	0	CROSS_CID_ZERO
2006ac	2005na	17	54	CfA3_DJ20	CSPDR3_anthony	145	170	24650	0	0	CROSS_CID_ZERO
2006ac	2005na	17	56	CfA3_DJ20	KAIT_DS15	145	68	9860	0	0	CROSS_CID_ZERO
2006ac	2006en	16	98	KAIT_DS15	CfA3_DJ20	31	58	1798	0	0	CROSS_CID_ZERO
2006ac	2006en	17	97	CfA3_DJ20	KAIT_DS15	145	65	9425	0	0	CROSS_CID_ZERO
2006ac	2006gr	16	121	KAIT_DS15	CfA3_DJ20	31	129	3999	0	0	CROSS_CID_ZERO
2006ac	2006gr	17	120	CfA3_DJ20	KAIT_DS15	145	72	10440	0	0	CROSS_CID_ZERO
2006ac	2007O	16	148	KAIT_DS15	CfA3_DJ20	31	55	1705	0	0	CROSS_CID_ZERO
2006ac	2007O	17	147	CfA3_DJ20	KAIT_DS15	145	34	4930	0	0	CROSS_CID_ZERO
2006ac	2007bd	16	91	KAIT_DS15	CSPDR3_anthony	31	110	3410	0	0	CROSS_CID_ZERO
2006ac	2007bd	16	92	KAIT_DS15	CfA3_DJ20	31	46	1426	0	0	CROSS_CID_ZERO
2006ac	2007bd	17	90	CfA3_DJ20	LOSS	145	20	2900	0	0	CROSS_CID_ZERO
2006ac	2007bd	17	91	CfA3_DJ20	CSPDR3_anthony	145	110	15950	0	0	CROSS_CID_ZERO
2006ac	2007co	16	51	KAIT_DS15	SWIFT	31	44	1364	0	0	CROSS_CID_ZERO
2006ac	2007co	16	52	KAIT_DS15	CfA3_DJ20	31	122	3782	0	0	CROSS_CID_ZERO
2006ac	2007co	17	50	CfA3_DJ20	KAIT_DS15	145	94	13630	0	0	CROSS_CID_ZERO
2006ac	2007co	17	51	CfA3_DJ20	SWIFT	145	44	6380	0	0	CROSS_CID_ZERO
2006ac	2007cq	16	28	KAIT_DS15	SWIFT	31	64	1984	0	0	CROSS_CID_ZERO
2006ac	2007cq	16	29	KAIT_DS15	CfA3_DJ20	31	111	3441	0	0	CROSS_CID_ZERO
2006ac	2007cq	17	28	CfA3_DJ20	SWIFT	145	64	9280	0	0	CROSS_CID_ZERO
2006ac	2007cq	17	31	CfA3_DJ20	KAIT_DS15	145	91	13195	0	0	CROSS_CID_ZERO
2006ac	2007jg	16	145	KAIT_DS15	CSPDR3_anthony	31	113	3503	0	0	CROSS_CID_ZERO
2006ac	2007jg	17	144	CfA3_DJ20	LOSS	145	69	10005	0	0	CROSS_CID_ZERO
2006ac	2007jg	17	145	CfA3_DJ20	CSPDR3_anthony	145	113	16385	0	0	CROSS_CID_ZERO
2006ac	2007kk	16	164	KAIT_DS15	PS1_LOWZ_COMBINED_TEXT_DS17	31	123	3813	0	0	CROSS_CID_ZERO
2006ac	2007kk	17	163	CfA3_DJ20	LOSS	145	85	12325	0	0	CROSS_CID_ZERO
2006ac	2008Y	16	214	KAIT_DS15	PS1_LOWZ_COMBINED_TEXT_DS17	31	66	2046	0	0	CROSS_CID_ZERO
2006ac	2008Y	17	213	CfA3_DJ20	LOSS	145	22	3190	0	0	CROSS_CID_ZERO
2006ac	2008ar	16	67	KAIT_DS15	CSPDR3_anthony	31	132	4092	0	0	CROSS_CID_ZERO
2006ac	2008ar	16	68	KAIT_DS15	PS1_LOWZ_COMBINED_TEXT_DS17	31	104	3224	0	0	CROSS_CID_ZERO
2006ac	2008ar	17	66	CfA3_DJ20	KAIT_DS15	145	72	10440	0	0	CROSS_CID_ZERO
2006ac	2008ar	17	67	CfA3_DJ20	CSPDR3_anthony	145	132	19140	0	0	CROSS_CID_ZERO
2006ac	2008bz	16	204	KAIT_DS15	CSPDR3_anthony	31	70	2170	0	0	CROSS_CID_ZERO
2006ac	2008bz	16	205	KAIT_DS15	PS1_LOWZ_COMBINED_TEXT_DS17	31	43	1333	0	0	CROSS_CID_ZERO
2006ac	2008bz	17	204	CfA3_DJ20	CSPDR3_anthony	145	70	10150	0	0	CROSS_CID_ZERO
2006ac	2008cf	16	177	KAIT_DS15	CSPDR3_anthony	31	96	2976	0	0	CROSS_CID_ZERO
2006ac	2008cf	16	178	KAIT_DS15	PS1_LOWZ_COMBINED_TEXT_DS17	31	31	961	0	0	CROSS_CID_ZERO
2006ac	2008cf	17	177	CfA3_DJ20	CSPDR3_anthony	145	96	13920	0	0	CROSS_CID_ZERO
2006ac	2008gg	16	88	KAIT_DS15	CSPDR3_anthony	31	198	6138	0	0	CROSS_CID_ZERO
2006ac	2008gg	17	87	CfA3_DJ20	LOSS	145	55	7975	0	0	CROSS_CID_ZERO
2006ac	2008gg	17	88	CfA3_DJ20	CSPDR3_anthony	145	198	28710	0	0	CROSS_CID_ZERO
2006ac	2008hj	16	135	KAIT_DS15	CSPDR3_anthony	31	127	3937	0	0	CROSS_CID_ZERO
2006ac	2008hj	16	136	KAIT_DS15	PS1_LOWZ_COMBINED_TEXT_DS17	31	16	496	0	0	CROSS_CID_ZERO
2006ac	2008hj	17	135	CfA3_DJ20	CSPDR3_anthony	145	127	18415	0	0	CROSS_CID_ZERO
2006ac	2009D	16	20	KAIT_DS15	CSPDR3_anthony	31	176	5456	0	0	CROSS_CID_ZERO
2006ac	2009D	16	22	KAIT_DS15	PS1_LOWZ_COMBINED_TEXT_DS17	31	68	2108	0	0	CROSS_CID_ZERO
2006ac	2009D	17	20	CfA3_DJ20	CSPDR3_anthony	145	176	25520	0	0	CROSS_CID_ZERO
2006ac	2009D	17	21	CfA3_DJ20	LOSS	145	11	1595	0	0	CROSS_CID_ZERO
2006ac	2009ad	16	64	KAIT_DS15	PS1_LOWZ_COMBINED_TEXT_DS17	31	74	2294	0	0	CROSS_CID_ZERO
2006ac	2009ad	16	65	KAIT_DS15	CSPDR3_anthony	31	128	3968	0	0	CROSS_CID_ZERO
2006ac	2009ad	17	65	CfA3_DJ20	CSPDR3_anthony	145	128	18560	0	0	CROSS_CID_ZERO
2006en	2001eh	97	140	KAIT_DS15	CfA3_DJ20	65	93	6045	0	0	CROSS_CID_ZERO
2006en	2001eh	98	139	CfA3_DJ20	KAIT_DS15	58	116	6728	0	0	CROSS_CID_ZERO
2006en	2003fa	97	156	KAIT_DS15	CfA3_DJ20	65	92	5980	0	0	CROSS_CID_ZERO
2006en	2003fa	98	155	CfA3_DJ20	KAIT_DS15	58	150	8700	0	0	CROSS_CID_ZERO
2006en	2004as	97	110	KAIT_DS15	CfA3_DJ20	65	51	3315	0	0	CROSS_CID_ZERO
2006en	2004as	98	109	CfA3_DJ20	KAIT_DS15	58	91	5278	1	1	CROSS_CID_POSITIVE
2006en	2005hc	97	172	KAIT_DS15	CfA3_DJ20	65	111	7215	0	0	CROSS_CID_ZERO
2006en	2005hc	97	173	KAIT_DS15	CSPDR3_anthony	65	163	10595	0	0	CROSS_CID_ZERO
